wellDepthFt,precip48hIn,soilMoisturePct,slopePct,usgsBaselineMgL,nitrateMgL
27.0,0.53,38.4,4.9,6.3,14.84
39.5,0.83,15.7,1.3,7.6,8.24
39.5,0.07,25.9,0.5,7.5,5.68
14.0,2.8,40.7,1.9,5.2,26.91
14.0,1.04,30.2,4.0,6.7,16.32
14.0,1.13,34.0,0.5,9.1,17.17
14.0,1.44,31.8,4.3,6.5,18.6
68.6,1.38,40.9,3.8,8.2,14.58
68.6,0.31,28.2,3.0,5.3,7.36
14.0,0.54,43.0,4.6,8.1,19.65
14.0,1.45,39.7,3.1,12.5,23.02
94.0,0.85,28.4,0.5,5.8,6.92
94.0,1.36,33.5,2.1,6.3,9.54
48.0,0.23,26.8,6.4,4.5,8.4
48.0,0.58,37.6,4.6,8.7,12.98
100.0,3.42,37.5,5.3,3.3,14.4
100.0,1.94,38.1,8.1,3.2,11.81
14.0,2.08,34.9,1.3,9.0,22.02
14.0,1.18,29.3,2.2,7.3,15.06
165.0,0.83,41.6,6.0,9.4,9.04
165.0,1.72,38.8,3.5,10.0,11.1
55.0,2.67,37.3,4.3,4.1,16.39
55.0,1.42,33.6,1.6,6.5,11.52
39.5,0.09,14.8,3.1,4.6,5.76
39.5,0.0,14.6,0.5,10.8,7.06
68.6,0.05,24.8,1.6,4.5,4.27
68.6,0.03,19.8,2.4,5.1,4.56
63.9,0.08,16.1,3.1,6.2,5.27
63.9,0.12,19.2,1.8,11.6,7.11
42.5,1.65,39.7,2.7,7.4,16.53
42.5,0.59,31.6,3.7,7.2,11.56
65.0,0.92,40.9,5.1,5.0,12.81
65.0,1.25,42.0,4.5,7.2,14.66
27.0,0.58,41.0,6.8,6.7,16.88
27.0,0.7,30.0,7.6,8.2,14.3
14.0,0.23,35.8,2.2,7.6,14.13
14.0,0.24,26.5,4.5,9.0,12.7
82.0,1.62,33.9,4.4,8.2,15.72
82.0,0.84,36.0,5.9,8.9,15.37
27.0,0.79,34.7,5.6,5.4,14.45
27.0,1.56,27.7,3.5,6.0,14.87
63.9,0.35,33.5,3.9,2.0,7.31
63.9,1.94,37.5,2.9,8.0,14.59
20.0,0.33,30.6,1.5,7.2,11.08
20.0,1.05,27.5,4.5,8.8,14.91
35.0,0.8,34.7,4.3,6.6,13.89
35.0,2.77,29.6,2.2,4.0,17.67
39.5,2.18,41.0,0.5,4.8,17.19
39.5,0.57,29.7,0.7,7.4,9.82
14.0,1.26,36.5,5.8,6.1,20.37
14.0,1.39,36.6,3.3,6.2,19.68
80.0,2.08,35.1,4.7,10.7,14.81
80.0,1.28,32.5,4.1,9.6,11.68
43.0,2.33,32.4,3.0,10.3,18.66
43.0,1.86,34.8,3.6,6.7,15.77
27.0,0.73,33.5,1.1,7.1,12.65
27.0,2.49,40.7,1.9,6.1,22.13
27.0,0.75,34.6,3.5,7.2,13.86
27.0,0.61,36.7,1.6,8.5,13.57
70.0,2.02,43.3,3.4,9.6,17.12
70.0,1.61,37.6,5.1,7.1,13.59
61.1,1.22,40.9,4.1,11.8,15.75
61.1,0.89,37.6,2.1,5.1,10.87
26.0,0.75,41.2,1.0,10.1,16.01
26.0,0.96,40.3,2.9,3.1,15.09
63.9,0.35,18.2,3.5,8.2,6.27
63.9,1.34,19.8,3.5,9.1,10.39
42.5,0.05,28.2,2.8,6.7,7.68
42.5,0.83,37.7,4.7,7.6,13.75
12.0,0.99,26.4,2.1,8.3,13.96
12.0,2.59,32.1,4.2,8.6,26.58
42.5,0.45,21.2,3.3,5.8,7.03
42.5,0.07,12.0,2.2,7.3,6.36
30.0,1.95,20.3,2.0,5.4,13.24
30.0,0.05,31.7,5.9,6.8,10.79
20.0,0.39,27.7,2.7,9.2,11.0
20.0,1.32,15.9,0.5,9.6,12.14
22.5,0.34,24.6,3.9,7.8,9.56
22.5,0.33,25.7,3.4,6.3,9.0
507.0,2.84,36.4,4.2,7.1,6.35
507.0,1.26,32.4,3.3,6.0,4.61
25.0,1.26,23.6,3.2,7.3,11.66
25.0,1.65,24.5,3.0,7.7,14.56
15.5,2.03,40.7,3.4,6.5,23.55
15.5,0.6,34.6,4.0,5.3,14.3
11.0,1.15,32.1,5.0,9.2,19.36
11.0,0.96,41.9,2.0,3.8,18.84
53.9,0.31,18.2,3.9,6.4,6.55
53.9,0.31,34.5,3.4,10.3,10.13
15.0,0.72,46.4,2.1,6.4,19.71
15.0,1.09,38.5,3.6,7.5,19.48
38.5,0.16,17.8,3.6,7.7,7.85
38.5,0.14,27.8,1.1,4.9,6.11
68.6,0.33,24.8,2.6,5.2,4.98
68.6,0.17,12.0,3.9,7.2,5.74
13.5,0.51,37.8,2.5,9.1,16.9
13.5,1.49,31.9,2.4,6.7,17.97
25.0,0.17,26.9,1.5,6.6,7.34
25.0,0.7,36.3,1.8,3.7,11.98
40.0,0.24,33.8,3.0,8.9,10.92
40.0,0.67,25.5,3.1,8.5,10.28
40.0,0.94,32.5,2.5,7.1,12.05
40.0,1.25,31.9,1.6,6.9,12.24
240.0,1.24,40.4,3.6,11.6,9.25
240.0,1.03,39.5,2.3,9.8,7.54
26.0,1.11,44.4,1.3,6.6,17.94
26.0,1.16,31.3,2.6,9.4,14.49
19.0,1.28,27.9,3.9,8.8,15.12
19.0,0.46,27.6,2.3,5.7,9.42
42.0,1.35,31.0,1.7,6.1,12.06
42.0,2.35,28.4,1.3,5.3,13.98
160.0,0.61,46.4,2.1,7.7,9.33
160.0,0.36,31.1,1.6,8.3,6.05
22.5,0.67,32.2,2.1,9.8,13.37
22.5,0.57,18.8,4.1,11.5,12.09
85.0,1.46,34.6,2.9,6.4,11.29
85.0,3.43,36.2,2.6,8.7,16.47
84.0,0.16,35.9,2.1,5.5,7.64
84.0,1.69,20.4,0.5,7.8,8.68
22.0,2.3,24.3,1.2,5.2,15.79
22.0,0.38,37.1,3.7,4.9,13.21
225.0,1.22,45.9,2.9,6.4,8.47
225.0,1.54,40.5,2.8,6.6,7.52
29.0,1.47,38.7,2.3,8.0,17.9
29.0,1.37,45.8,2.4,4.8,18.75
31.0,0.17,38.8,2.7,8.3,13.2
31.0,2.07,30.7,3.1,6.5,17.19
38.5,2.59,34.6,0.5,4.1,17.18
38.5,0.6,43.2,2.7,7.2,14.39
27.5,0.53,31.1,2.1,4.0,9.54
27.5,0.08,25.0,2.0,7.3,6.36
15.0,0.51,35.6,3.2,5.4,14.49
15.0,1.36,27.4,1.8,7.4,15.14
114.0,3.12,32.4,0.5,8.9,12.75
114.0,1.57,38.0,4.0,5.3,10.69
39.5,0.45,31.9,1.3,8.2,9.85
39.5,0.79,24.4,2.1,5.1,7.59
13.5,0.55,37.7,5.1,6.7,17.2
13.5,1.53,40.2,0.9,7.0,21.65
42.5,0.64,32.2,0.5,7.8,9.88
42.5,1.08,18.9,3.3,7.7,10.52
32.0,0.6,35.4,2.3,6.5,12.4
32.0,0.83,19.9,1.3,10.3,10.03
198.0,1.26,31.6,3.5,7.1,6.4
198.0,1.32,29.9,3.5,7.6,6.87
25.0,0.81,29.4,1.2,10.4,11.85
25.0,0.92,28.9,1.5,7.1,11.4
16.0,0.35,40.2,3.8,5.6,15.36
16.0,0.11,20.2,3.0,5.9,7.33
18.0,0.51,36.3,3.3,9.6,16.53
18.0,1.41,29.9,2.7,7.8,17.0
218.0,0.4,36.0,0.8,9.0,6.11
218.0,1.04,33.4,4.0,9.0,7.74
182.0,0.2,33.4,3.0,8.1,5.41
182.0,1.21,43.3,1.3,6.0,8.64
8.0,0.3,29.9,1.7,5.9,11.08
8.0,0.7,38.5,2.5,9.3,19.49
220.0,2.88,40.5,2.6,9.1,10.78
220.0,1.59,40.0,2.3,5.7,7.76
280.0,1.08,32.6,1.7,9.8,7.0
280.0,0.44,34.2,0.6,7.8,4.85
11.0,0.27,27.7,1.5,6.6,9.67
11.0,0.02,28.1,2.1,9.9,9.67
35.0,3.11,32.8,5.1,5.6,21.32
35.0,1.27,28.3,3.6,9.2,13.8
17.5,1.56,39.6,0.7,5.5,19.01
17.5,0.54,43.7,4.4,9.8,19.01
28.0,1.25,37.1,0.5,9.5,15.4
28.0,0.54,28.4,2.1,7.1,10.21
16.0,0.89,28.4,3.9,7.7,14.32
16.0,1.76,39.1,4.6,8.8,24.04
20.0,0.78,25.7,1.4,6.0,9.47
20.0,0.83,39.1,2.9,6.8,15.31
42.5,0.2,33.6,1.8,8.6,10.43
42.5,0.27,30.5,2.2,6.3,8.61
18.5,1.0,35.0,2.3,10.2,17.27
18.5,3.31,40.5,3.6,9.1,29.7
22.5,2.12,41.1,3.1,8.4,23.31
22.5,1.15,31.1,3.3,5.9,14.11
42.5,0.33,38.9,3.0,5.0,11.33
42.5,0.47,33.5,1.8,6.9,10.63
23.0,1.18,28.3,2.8,9.6,15.08
23.0,1.23,39.6,1.6,6.5,17.29
12.5,0.21,36.5,2.7,4.1,13.37
12.5,0.45,45.0,2.8,6.1,19.0
23.0,0.58,39.4,3.1,8.7,15.58
27.5,0.75,39.5,2.7,7.3,15.41
27.5,4.5,42.5,1.5,4.7,30.68
18.0,1.14,28.9,6.8,11.9,17.76
18.0,2.57,40.1,6.0,5.6,27.21
18.0,0.68,37.7,3.0,6.5,16.23
17.0,4.5,41.4,2.7,7.6,35.0
17.0,0.15,39.4,2.6,7.3,14.77
27.5,0.9,33.3,1.0,5.7,11.56
27.5,1.62,29.4,2.7,6.9,14.92
21.5,3.52,26.1,3.1,8.9,24.46
21.5,0.76,38.5,3.0,6.4,15.91
125.0,1.11,29.8,9.0,6.2,12.75
125.0,0.16,25.8,8.8,6.9,10.21
22.5,0.94,31.0,3.4,11.1,14.73
22.5,1.44,40.9,2.0,5.6,18.79
18.5,0.9,39.9,3.6,7.9,17.99
11.5,0.58,30.1,3.8,2.1,12.34
11.5,1.31,32.6,5.1,6.3,19.8
18.0,2.0,41.9,1.6,9.9,24.89
18.0,0.53,44.5,6.0,8.1,20.41
23.0,1.09,32.6,2.0,9.5,15.26
23.0,1.65,27.9,2.8,8.8,15.33
12.5,0.99,42.6,3.4,9.6,21.97
12.5,0.78,31.0,1.0,6.3,12.91
17.5,2.71,39.4,5.5,7.8,28.3
17.5,1.73,34.2,2.3,6.8,18.78
10.0,1.46,39.8,3.8,4.9,23.12
10.0,1.8,34.1,4.2,6.3,23.06
37.5,0.33,39.0,3.0,6.9,12.83
37.5,2.12,22.5,2.4,5.1,13.1
9.0,0.42,31.7,4.4,4.6,14.03
9.0,0.51,36.1,3.1,10.2,17.67
18.5,0.55,32.7,4.0,9.6,15.6
18.5,4.41,43.5,2.6,8.6,35.0
22.0,0.63,32.5,2.0,9.1,13.09
22.0,2.52,31.3,2.1,8.7,21.06
42.5,2.72,31.0,2.7,7.4,17.03
42.5,0.77,31.4,1.5,7.2,10.1
12.0,1.63,34.5,2.9,9.4,21.39
12.0,2.19,39.1,4.6,4.8,25.56
22.5,1.12,39.6,2.5,7.1,17.47
22.5,0.99,32.1,2.4,8.4,15.02
28.0,1.14,26.5,2.7,7.0,12.0
28.0,1.57,29.9,2.1,6.8,14.78
17.5,0.31,42.0,4.1,3.9,15.35
17.5,0.47,28.3,0.5,5.1,8.76
18.0,3.92,30.5,3.8,6.6,29.19
18.0,0.3,42.0,2.0,7.2,15.48
27.5,1.5,31.2,2.7,8.9,16.31
27.5,0.64,33.3,1.8,5.6,11.23
26.0,1.81,32.9,3.9,7.3,18.13
26.0,0.48,38.7,5.1,9.5,16.39
20.0,1.43,32.9,0.5,7.3,15.64
20.0,1.89,36.5,3.7,4.1,20.37
22.5,2.98,35.4,2.1,5.9,24.0
22.5,2.02,35.4,2.0,4.5,18.3
17.5,1.87,35.3,1.5,7.3,20.96
17.5,2.56,35.8,4.0,6.1,23.78
17.0,0.1,31.4,1.6,7.1,10.36
18.5,0.78,16.4,3.9,4.5,10.67
18.5,0.45,22.4,2.4,5.4,8.42
27.0,1.18,35.1,2.3,10.8,16.45
27.0,0.99,36.9,2.4,8.8,15.48
27.5,1.44,36.5,2.4,6.8,16.04
27.5,1.96,31.1,5.8,4.3,17.91
42.5,0.11,18.3,1.8,9.2,6.63
42.5,0.01,30.3,3.4,8.0,8.34
42.5,0.09,14.4,2.0,7.5,5.64
42.5,0.67,18.2,3.1,8.6,8.98
18.0,4.05,24.0,0.5,7.8,24.76
18.0,0.22,26.5,4.1,6.4,10.09
75.0,1.78,28.0,4.5,8.9,12.13
75.0,0.1,27.8,2.6,8.2,6.9
17.0,2.25,34.4,6.0,6.7,24.76
42.0,0.68,36.3,3.3,11.2,13.92
42.0,2.68,32.2,0.5,6.3,16.52
22.5,3.53,43.1,1.7,8.3,29.87
22.5,0.49,38.7,1.7,8.8,14.6
23.5,0.33,37.3,1.7,4.2,12.08
23.5,1.62,34.7,3.3,7.6,18.45
27.5,2.18,35.7,1.8,7.2,18.61
27.5,0.72,38.9,0.5,8.0,13.82
15.0,0.4,40.1,4.4,6.9,17.65
17.5,0.32,39.6,1.8,13.3,16.87
17.5,0.43,26.5,2.6,7.4,10.78
27.5,1.39,38.0,3.9,5.9,16.91
27.5,1.15,32.8,1.9,8.7,14.21
42.5,0.01,26.0,1.7,4.5,5.64
42.5,0.22,20.1,2.0,11.6,8.26
26.5,2.52,28.4,1.6,3.2,17.51
26.5,0.7,34.2,2.7,6.1,12.15
18.5,2.68,38.0,7.3,7.8,33.26
18.5,1.05,30.2,12.1,9.8,25.71
16.0,0.61,28.8,1.7,6.1,10.45
16.0,0.6,22.9,1.7,7.6,9.28
17.5,2.01,38.8,3.6,7.0,22.98
17.5,0.97,30.1,3.5,10.5,16.45
20.5,3.41,33.9,2.7,8.7,27.01
20.5,1.98,35.4,3.2,9.1,21.46
18.0,0.32,34.3,1.4,9.4,12.85
18.0,2.95,48.7,2.9,6.5,31.01
42.5,0.11,28.4,3.3,8.0,8.55
42.5,0.02,26.8,5.2,6.2,7.39
42.5,0.11,23.3,3.4,8.8,7.32
42.5,0.17,23.9,3.3,6.5,6.2
42.5,0.8,30.7,2.9,8.7,11.52
42.5,1.47,28.7,2.7,7.4,13.72
19.0,0.57,39.6,4.0,7.9,16.94
19.0,0.88,38.5,4.5,4.3,16.95
42.5,0.87,24.2,3.8,7.5,9.79
42.5,0.19,21.4,3.0,8.5,6.26
25.0,0.4,48.7,4.6,6.9,19.03
25.0,1.42,40.1,1.3,5.4,17.15
42.5,0.38,16.0,1.9,8.0,7.1
42.5,0.94,19.8,0.5,10.2,9.17
10.0,1.07,22.4,0.5,7.5,12.01
10.0,0.84,21.1,2.6,6.4,11.19
36.0,3.61,42.2,2.3,5.8,25.27
36.0,1.63,39.9,0.5,5.2,15.87
30.0,1.5,39.4,2.0,5.8,16.21
30.0,0.43,38.2,5.6,8.3,14.39
22.5,0.94,23.9,4.2,6.0,11.09
22.5,0.29,12.4,3.2,9.8,9.62
18.0,1.04,41.4,5.2,10.6,21.24
18.0,1.99,30.6,8.4,8.1,22.37
42.5,0.3,30.2,4.1,5.9,9.35
42.5,0.23,20.7,1.8,3.3,4.73
13.5,0.28,38.6,5.5,9.1,17.3
13.5,0.9,33.1,1.9,7.2,15.78
14.3,2.54,32.9,3.8,6.8,24.25
42.0,0.47,42.1,2.0,5.9,12.45
42.0,0.95,33.5,1.7,8.1,12.71
40.0,1.93,38.6,4.1,8.7,19.21
40.0,0.5,39.2,2.8,6.0,12.32
25.0,2.27,18.7,2.7,7.5,16.29
25.0,0.56,17.9,1.5,8.9,9.09
70.0,4.38,41.5,2.2,7.0,21.3
70.0,1.42,41.4,2.1,3.0,11.87
193.0,1.71,44.8,7.0,8.1,10.7
193.0,1.74,36.6,4.3,7.2,8.31
12.0,0.79,35.6,0.5,10.4,16.64
12.0,0.32,16.9,2.3,5.9,8.35
8.0,0.06,26.1,4.3,7.4,10.66
8.0,1.5,18.5,1.9,6.5,14.84
20.0,1.59,41.6,9.5,10.1,25.78
20.0,2.54,34.6,1.5,7.6,22.1
42.5,0.22,17.1,2.6,8.4,7.73
42.5,0.48,25.5,1.7,9.0,8.37
55.0,2.27,34.2,2.2,9.8,16.29
55.0,0.35,41.4,2.4,9.5,11.78
54.0,0.69,34.6,8.8,9.1,18.27
54.0,0.81,40.2,12.0,3.2,19.15
32.0,0.42,33.8,2.9,5.0,11.18
32.0,1.93,35.6,3.6,11.4,19.27
25.0,1.94,19.8,3.6,5.4,15.2
25.0,2.4,37.7,7.1,6.6,24.55
25.0,1.62,42.4,5.2,11.7,23.47
147.0,0.89,35.3,2.9,8.8,8.5
147.0,2.91,37.1,2.8,7.4,12.04
54.0,1.38,38.8,2.2,8.2,14.21
54.0,2.19,30.3,2.6,7.6,14.9
13.0,1.1,31.9,2.5,4.6,15.63
13.0,0.95,22.7,4.7,9.7,13.76
23.8,1.54,31.6,0.6,8.4,15.58
23.8,0.58,36.6,3.2,3.4,12.35
37.0,0.97,39.6,2.9,7.7,14.42
37.0,0.68,30.7,0.7,4.4,9.56
30.0,2.07,34.9,3.6,10.9,20.03
30.0,0.94,41.7,2.5,5.3,15.93
61.1,0.73,30.8,3.5,6.3,9.52
61.1,1.7,35.5,2.8,9.7,15.21
103.0,3.34,36.9,0.5,5.8,14.04
103.0,0.31,39.9,4.3,8.1,8.96
145.0,1.58,38.6,0.5,9.3,9.4
145.0,1.38,37.5,1.2,8.3,8.97
27.0,0.08,14.0,5.0,9.6,9.44
27.0,0.07,24.6,2.2,5.4,5.74
15.0,1.18,25.1,3.6,7.9,13.42
15.0,0.52,29.2,1.6,7.4,11.52
40.0,2.56,44.8,2.8,8.8,22.02
40.0,2.69,44.1,3.7,8.1,22.44
275.0,0.7,35.3,2.1,3.5,4.97
275.0,1.54,37.2,0.7,5.9,6.5
80.0,0.93,40.8,2.5,9.5,11.94
80.0,0.59,45.3,0.7,6.9,10.53
40.0,0.6,38.3,2.8,6.0,13.0
40.0,0.19,29.5,2.3,7.3,7.78
275.0,1.24,31.3,3.9,5.8,5.64
275.0,0.34,34.5,2.7,3.3,3.72
61.2,0.85,38.8,3.8,7.7,12.36
61.2,2.08,34.7,3.4,5.5,13.74
18.0,0.32,32.2,1.3,5.3,10.71
18.0,0.03,23.1,2.5,5.4,6.51
30.0,0.6,42.0,2.1,7.9,14.9
30.0,0.62,26.2,3.6,4.1,9.44
32.0,0.76,27.9,4.6,6.7,11.59
32.0,0.38,19.5,1.6,5.4,6.7
42.5,0.02,22.9,2.2,8.3,6.15
42.5,0.09,33.2,1.4,9.7,10.19
155.0,1.51,32.2,4.5,8.1,8.21
155.0,1.44,34.7,5.9,5.1,8.31
48.0,0.92,34.6,3.7,6.7,12.11
48.0,2.77,38.1,3.8,8.2,20.6
27.0,3.08,29.3,2.1,6.0,20.37
27.0,1.97,32.8,4.5,7.0,19.2
40.0,3.41,34.3,2.3,4.8,20.85
40.0,0.42,40.9,4.3,7.2,13.69
11.0,1.85,33.0,4.0,5.8,21.12
11.0,0.13,28.9,4.0,6.8,11.6
22.5,0.04,27.7,3.0,2.7,7.05
22.5,0.01,17.1,2.3,4.1,5.29
45.0,1.88,45.3,2.4,7.7,19.34
45.0,0.59,34.7,2.7,7.2,11.07
47.0,1.25,16.1,3.2,7.3,10.77
47.0,0.62,22.0,3.5,7.9,7.77
42.5,0.08,26.3,2.2,7.1,6.61
42.5,0.41,28.4,2.9,4.1,7.46
40.0,1.07,42.3,4.5,5.1,15.35
40.0,3.57,33.1,6.0,9.9,24.53
42.5,0.21,19.4,3.7,10.9,9.05
42.5,0.08,16.2,2.2,7.0,6.6
54.0,1.46,37.2,4.5,9.8,15.32
54.0,0.66,37.7,4.9,8.5,13.12
103.0,0.8,31.2,0.5,7.4,7.23
103.0,2.36,28.9,2.2,9.8,11.99
63.7,1.61,40.2,1.7,10.0,15.06
63.7,1.73,34.6,4.8,5.5,14.38
18.0,1.09,31.1,2.8,7.1,15.66
18.0,0.08,28.4,0.5,8.4,8.76
8.0,1.2,37.6,3.3,7.6,21.54
8.0,0.3,35.9,0.8,6.7,13.34
10.0,0.21,33.6,4.8,6.8,14.24
10.0,0.78,29.5,3.9,8.2,15.38
27.0,0.8,26.3,2.6,9.7,12.06
27.0,0.48,26.2,2.0,10.8,10.13
27.0,0.98,25.7,3.4,5.2,10.99
27.0,0.13,25.1,3.4,9.4,8.39
37.0,2.06,34.9,6.9,6.9,19.18
37.0,1.56,25.3,1.7,6.8,12.07
136.0,1.41,38.4,4.6,5.4,8.75
136.0,2.97,36.9,7.6,7.1,13.31
22.5,0.18,33.6,4.1,5.2,10.72
22.5,0.04,31.2,3.9,7.4,10.8
23.0,1.82,39.3,2.1,9.4,21.17
23.0,0.83,32.5,1.5,5.3,12.66
47.0,0.73,33.7,5.3,4.0,11.17
47.0,1.86,31.5,2.5,9.4,14.5
101.0,3.06,37.9,6.4,5.7,14.63
101.0,1.11,31.1,6.2,7.2,9.35
18.0,0.24,27.3,2.1,7.7,9.52
18.0,0.11,18.4,1.7,6.9,6.48
23.0,0.62,34.2,3.6,12.2,15.57
23.0,3.1,33.2,0.5,7.9,23.02
37.0,0.66,31.0,3.8,10.4,12.37
37.0,2.75,30.9,7.5,5.1,19.38
18.0,0.58,22.0,1.9,5.7,9.05
18.0,2.29,28.6,2.8,4.4,18.89
140.0,0.48,34.6,8.3,6.4,7.79
140.0,2.52,36.7,4.1,8.2,11.19
27.0,1.18,18.1,3.8,10.6,13.64
27.0,0.47,20.0,3.2,7.0,8.08
42.5,0.03,17.0,2.3,6.4,5.43
42.5,0.19,13.9,2.7,5.8,6.55
17.0,1.81,38.9,2.9,8.1,21.93
17.0,1.12,33.1,1.1,7.3,15.3
23.0,1.24,35.0,1.5,7.4,16.23
23.0,0.72,40.8,2.9,8.3,16.79
21.5,1.66,36.4,3.0,5.3,19.11
21.5,1.45,36.9,1.9,6.5,17.86
42.5,0.08,29.1,4.3,6.6,8.85
42.5,0.15,23.8,3.8,6.1,6.69
17.0,0.46,44.2,3.3,5.5,16.73
17.0,0.86,35.1,4.8,5.9,16.76
47.0,2.04,32.6,1.6,8.5,14.2
47.0,0.11,30.7,1.6,8.3,7.92
18.0,1.85,35.9,2.0,6.5,20.2
42.5,0.59,36.6,1.3,5.0,10.44
42.5,2.87,31.5,2.1,7.1,17.97
47.0,0.54,19.5,2.0,9.0,8.09
47.0,0.32,26.4,0.5,8.1,7.2
18.0,1.18,39.1,3.7,5.4,18.51
18.0,4.12,34.7,0.5,6.4,28.97
22.5,0.17,18.6,2.9,7.4,7.67
22.5,0.48,23.8,3.6,6.4,9.13
47.0,0.42,22.8,2.4,5.8,6.37
47.0,1.01,34.6,2.1,4.8,11.29
23.0,1.32,43.7,2.4,9.1,20.54
23.0,1.13,39.8,3.1,6.6,17.63
42.5,0.26,29.1,3.2,9.8,8.85
42.5,0.49,18.0,1.8,11.0,8.58
22.5,0.08,27.2,0.5,7.4,6.66
22.5,0.52,24.6,2.9,5.0,9.04
22.5,3.51,34.2,2.1,7.6,25.99
22.5,1.56,41.9,2.1,4.8,19.75
47.0,1.61,28.3,3.6,7.5,12.57
47.0,1.23,16.9,4.8,5.8,10.17
47.0,0.42,34.7,0.5,9.0,10.01
47.0,0.32,38.3,2.8,9.9,11.95
18.0,1.12,19.4,2.8,8.9,13.79
18.0,0.21,30.1,1.5,9.1,10.35
32.0,1.54,38.9,4.0,4.5,16.96
32.0,0.79,32.9,6.3,4.1,13.2
47.0,0.32,21.7,2.6,5.7,6.55
47.0,0.36,33.2,3.3,5.2,9.29
9.5,4.5,32.3,5.4,6.2,35.0
9.5,0.58,31.7,4.2,7.6,15.67
42.5,0.58,29.5,3.9,11.1,11.44
42.5,0.29,21.2,2.1,7.1,7.08
32.0,1.01,32.4,7.8,9.8,16.09
32.0,1.43,41.0,2.0,7.8,17.88
18.0,0.09,19.6,4.5,9.5,9.79
18.0,0.33,26.1,2.7,6.2,9.22
22.5,0.24,27.1,3.8,8.7,10.8
22.5,0.79,17.8,0.5,8.6,10.11
42.5,0.03,16.2,2.3,9.2,6.46
42.5,0.37,12.9,3.0,9.0,8.22
42.5,0.16,19.7,1.0,2.0,3.66
42.5,0.01,29.5,3.0,7.1,6.93
27.0,0.01,25.7,2.4,4.6,6.1
27.0,1.08,20.5,0.8,8.5,10.47
22.5,1.19,36.4,2.3,7.5,17.39
22.5,2.79,42.7,3.1,11.6,28.69
18.5,1.34,34.6,3.9,7.0,18.11
18.5,1.43,31.0,3.1,9.4,18.11
18.0,3.38,40.9,1.8,7.7,29.47
18.0,0.31,39.8,2.1,8.6,15.0
18.0,0.0,22.8,2.3,7.1,6.16
18.0,0.62,17.8,2.4,7.6,10.12
42.5,0.19,41.1,2.4,6.8,11.84
42.5,1.17,39.9,3.3,9.9,15.78
18.0,1.36,21.1,4.2,4.9,13.32
18.0,0.5,20.1,3.1,7.9,10.15
27.0,1.63,29.9,3.4,5.8,15.24
27.0,0.31,38.1,2.6,5.5,11.98
18.0,0.26,20.0,1.1,7.9,7.77
18.0,0.53,24.1,1.3,3.6,7.73
18.0,0.31,30.4,1.9,6.0,10.74
18.0,0.61,29.7,2.0,6.7,11.15
42.5,0.49,13.8,1.5,4.8,6.54
42.5,0.35,23.2,2.3,10.5,8.03
46.0,1.19,49.8,3.4,4.6,16.98
46.0,3.27,40.3,2.2,5.2,21.04
22.5,0.57,28.0,3.2,4.2,10.09
22.5,0.05,12.0,1.1,8.6,6.55
18.0,2.99,37.9,3.0,7.1,27.03
18.0,0.39,35.2,2.5,9.5,13.57
41.0,1.57,30.9,3.3,6.2,14.0
41.0,1.99,37.0,2.0,7.4,16.99
42.5,1.33,24.6,1.3,8.8,10.6
42.5,0.0,21.8,2.0,8.1,5.7
42.5,0.04,17.9,1.4,11.1,7.31
42.5,0.07,27.8,3.8,5.2,7.71
22.5,0.11,25.6,1.9,8.1,7.86
22.5,0.32,20.2,2.4,8.4,8.23
23.0,0.08,25.0,1.9,8.2,8.24
23.0,0.43,24.4,3.3,8.2,9.04
27.0,0.52,25.6,2.7,8.7,10.42
27.0,0.29,28.8,2.7,5.2,9.52
27.0,0.42,24.9,2.7,6.3,8.11
27.0,0.2,25.3,2.8,9.5,9.1
22.5,0.01,20.9,2.2,6.4,6.18
22.5,0.24,26.7,4.5,5.2,9.22
23.0,0.36,45.8,3.8,7.8,17.93
23.0,2.95,38.2,3.0,8.4,25.8
23.0,0.32,19.3,4.2,5.3,8.42
23.0,0.0,27.2,0.5,5.7,6.25
47.0,0.87,23.0,3.4,6.0,8.86
47.0,0.11,37.5,3.0,6.2,10.7
42.5,0.06,31.2,5.0,3.0,7.7
42.5,0.21,28.5,2.4,5.6,7.01
42.5,0.01,25.5,2.9,7.9,6.38
42.5,0.84,24.1,3.4,5.3,8.25
18.0,0.19,20.8,3.4,6.3,8.08
18.0,0.31,18.4,2.7,8.7,9.29
47.0,0.11,19.3,4.4,5.4,5.55
47.0,0.29,19.5,2.1,5.1,5.6
22.5,0.19,39.9,2.2,5.6,12.96
22.5,0.66,40.2,2.3,9.3,17.09
47.0,0.48,18.5,0.5,6.0,5.96
47.0,0.08,22.6,1.9,9.0,6.05
23.0,0.32,26.1,1.6,4.8,7.38
23.0,0.24,22.2,3.6,5.9,8.57
23.0,1.8,39.0,4.5,8.7,21.49
23.0,1.13,30.3,3.0,8.7,15.25
33.0,0.74,31.4,3.2,6.4,11.86
33.0,0.46,36.7,1.4,7.4,11.82
27.0,0.18,22.6,2.3,8.0,7.49
27.0,0.19,24.2,3.1,6.0,6.8
42.5,1.6,28.2,1.3,6.9,12.44
42.5,2.05,42.0,2.8,4.7,17.91
23.0,0.79,23.8,2.3,8.2,10.21
23.0,0.43,26.6,2.5,9.0,10.39
18.0,0.39,22.7,3.7,6.4,8.69
18.0,1.61,31.6,4.8,8.3,19.36
23.0,0.31,30.1,1.4,7.9,9.84
